case_id;activity;timestamp;resource;currency_pair;option_type;booking_system;client_type;trading_strategy;strike_price;premium;notional_amount;delta;gamma;vega;theta;risk_score;limit_usage
Case_1507;Market Data Validation;2024-10-28 19:51:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Premium Calculation;2024-10-28 20:33:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Volatility Surface Analysis;2024-10-28 20:48:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Execution;2024-10-28 21:54:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;1.0778;0.0403;17103126.0;;;;;;
Case_1507;Quote Requested;2024-10-28 22:38:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Quote Provided;2024-10-28 23:53:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Strategy Validation;2024-10-29 00:12:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Final Settlement;2024-10-29 00:18:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Allocation;2024-10-29 00:19:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Position Reconciliation;2024-10-29 00:58:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Risk Assessment;2024-10-29 01:10:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;3.51;13%
Case_1507;Settlement Instructions;2024-10-29 01:32:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Greeks Calculation;2024-10-29 01:54:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;0.33;0.106;32069.87;-343.6;;
Case_1507;Trade Confirmation;2024-10-29 02:30:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Validation;2024-10-29 02:57:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Matching;2024-10-29 03:44:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Market Making Spread Calculation;2024-10-29 04:18:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Regulatory Reporting Generation;2024-10-29 04:24:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Reconciliation;2024-10-29 04:30:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Exercise Decision;2024-10-29 05:03:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Skew Calibration;2024-10-29 05:34:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Best Execution Validation;2024-10-29 05:58:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Trade Transparency Assessment;2024-10-29 06:47:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Initial Margin Calculation;2024-10-29 06:51:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Volatility Smile Analysis;2024-10-29 10:09:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Premium Settlement;2024-10-29 12:05:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Credit Check;2024-10-29 12:06:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Collateral Management;2024-10-29 12:42:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Surface Construction;2024-10-29 15:07:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1507;Transaction Reporting Check;2024-10-29 16:08:10.538962;Market Maker B;EUR/GBP;Strangle;Murex;Asset Manager;Delta Hedge;;;;;;;;;
Case_1508;Trade Initiated;2024-10-28 19:18:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Market Data Validation;2024-10-28 19:38:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Volatility Surface Analysis;2024-10-28 19:54:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Position Reconciliation;2024-10-28 21:03:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Validation;2024-10-28 21:24:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Premium Calculation;2024-10-28 21:39:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Execution;2024-10-28 22:42:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;1.0062;0.0045;44639675.0;;;;;;
Case_1508;Volatility Smile Analysis;2024-10-28 22:47:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Quote Provided;2024-10-28 22:48:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Final Settlement;2024-10-28 22:48:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Quote Requested;2024-10-28 23:06:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Regulatory Reporting Generation;2024-10-28 23:18:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;CSA Verification;2024-10-29 01:10:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Market Making Spread Calculation;2024-10-29 01:18:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Allocation;2024-10-29 01:26:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Transaction Reporting Check;2024-10-29 02:14:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Risk Assessment;2024-10-29 03:32:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;1.48;5%
Case_1508;Trade Reconciliation;2024-10-29 03:54:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Initial Margin Calculation;2024-10-29 05:48:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Credit Check;2024-10-29 06:38:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Exercise Decision;2024-10-29 08:12:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Confirmation;2024-10-29 08:50:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Client Limit Validation;2024-10-29 09:03:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Strategy Validation;2024-10-29 09:18:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Transparency Assessment;2024-10-29 09:46:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Settlement Instructions;2024-10-29 09:52:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Premium Settlement;2024-10-29 10:58:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Collateral Management;2024-10-29 11:48:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Best Execution Validation;2024-10-29 12:54:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Trade Matching;2024-10-29 13:59:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Surface Construction;2024-10-29 16:58:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;ISDA Master Agreement Check;2024-10-29 19:35:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;Greeks Calculation;2024-10-29 20:57:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;-0.56;0.057;29656.72;-915.55;;
Case_1508;Skew Calibration;2024-10-29 21:18:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1508;KYC Refresh Check;2024-10-29 23:38:10.538962;Market Maker B;USD/CHF;Straddle;Calypso;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1509;Trade Initiated;2024-11-16 19:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Market Data Validation;2024-11-16 20:08:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Premium Calculation;2024-11-16 20:33:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Volatility Surface Analysis;2024-11-16 20:36:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Validation;2024-11-16 20:38:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Quote Provided;2024-11-16 22:13:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Strategy Validation;2024-11-16 22:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Credit Check;2024-11-16 22:33:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Quote Requested;2024-11-16 22:50:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Execution;2024-11-16 22:54:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;0.9992;0.0094;14623704.0;;;;;;
Case_1509;Initial Margin Calculation;2024-11-16 23:09:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Matching;2024-11-17 00:54:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Exercise Decision;2024-11-17 01:09:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Risk Assessment;2024-11-17 01:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;1.52;59%
Case_1509;Trade Confirmation;2024-11-17 01:54:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Final Settlement;2024-11-17 02:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Collateral Management;2024-11-17 04:48:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Allocation;2024-11-17 05:42:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Settlement Instructions;2024-11-17 06:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Position Reconciliation;2024-11-17 06:38:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Regulatory Reporting Generation;2024-11-17 10:02:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Premium Settlement;2024-11-17 10:54:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Greeks Calculation;2024-11-17 11:18:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;-0.52;0.115;24797.72;-426.29;;
Case_1509;Best Execution Validation;2024-11-17 12:54:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Transaction Reporting Check;2024-11-17 13:42:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Transparency Assessment;2024-11-17 16:33:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_1509;Trade Reconciliation;2024-11-17 16:56:10.538962;Hedge Desk C;USD/CHF;Strangle;Internal;Asset Manager;Gamma Scalping;;;;;;;;;
Case_151;Trade Initiated;2024-11-05 19:18:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Market Data Validation;2024-11-05 19:49:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Quote Requested;2024-11-05 20:02:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Volatility Surface Analysis;2024-11-05 20:10:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Quote Provided;2024-11-05 20:18:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Trade Execution;2024-11-05 21:06:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;0.9358;0.0497;45637021.0;;;;;;
Case_151;Trade Allocation;2024-11-05 21:24:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Premium Calculation;2024-11-05 22:03:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Settlement Instructions;2024-11-05 22:59:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Premium Settlement;2024-11-05 23:06:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Risk Assessment;2024-11-05 23:18:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;1.44;30%
Case_151;Trade Transparency Assessment;2024-11-05 23:28:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Credit Check;2024-11-06 00:18:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Trade Confirmation;2024-11-06 00:26:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Initial Margin Calculation;2024-11-06 00:54:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Trade Validation;2024-11-06 01:58:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Position Reconciliation;2024-11-06 03:11:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Exercise Decision;2024-11-06 04:06:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Best Execution Validation;2024-11-06 06:54:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Collateral Management;2024-11-06 08:57:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Strategy Validation;2024-11-06 10:36:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Trade Reconciliation;2024-11-06 11:04:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Greeks Calculation;2024-11-06 12:24:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;-0.78;0.097;565.95;-657.76;;
Case_151;Final Settlement;2024-11-06 12:58:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Trade Matching;2024-11-06 13:18:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Transaction Reporting Check;2024-11-06 16:23:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_151;Regulatory Reporting Generation;2024-11-06 16:32:10.403526;Options Desk A;EUR/GBP;Risk Reversal;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1510;Trade Initiated;2024-11-17 19:18:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Market Data Validation;2024-11-17 19:31:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Quote Requested;2024-11-17 20:38:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Volatility Surface Analysis;2024-11-17 21:06:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Confirmation;2024-11-17 21:08:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Premium Calculation;2024-11-17 21:36:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Execution;2024-11-17 21:54:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;1.0329;0.0173;22769763.0;;;;;;
Case_1510;Greeks Calculation;2024-11-17 22:28:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;0.02;0.006;6393.89;-497.58;;
Case_1510;Settlement Instructions;2024-11-17 22:46:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Market Making Spread Calculation;2024-11-17 23:38:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Exercise Decision;2024-11-17 23:42:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Quote Provided;2024-11-17 23:48:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Premium Settlement;2024-11-18 00:33:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Validation;2024-11-18 00:40:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Skew Calibration;2024-11-18 01:18:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Allocation;2024-11-18 02:30:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Credit Check;2024-11-18 02:48:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Matching;2024-11-18 02:57:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Final Settlement;2024-11-18 03:14:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Volatility Smile Analysis;2024-11-18 03:21:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Risk Assessment;2024-11-18 03:38:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;1.2;0%
Case_1510;Strategy Validation;2024-11-18 05:10:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Surface Construction;2024-11-18 07:48:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Position Reconciliation;2024-11-18 09:14:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Trade Reconciliation;2024-11-18 10:20:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Collateral Management;2024-11-18 11:27:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
Case_1510;Initial Margin Calculation;2024-11-18 12:27:10.538962;Market Maker B;USD/CHF;Risk Reversal;Internal;Corporate;Vol Surface Trading;;;;;;;;;
