case_id;activity;timestamp;resource;currency_pair;option_type;booking_system;client_type;trading_strategy;strike_price;premium;notional_amount;delta;gamma;vega;theta;risk_score;limit_usage
Case_1251;Client Limit Validation;2024-11-04 05:18:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1251;Trade Reconciliation;2024-11-04 05:56:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1251;ISDA Master Agreement Check;2024-11-04 06:25:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1251;CSA Verification;2024-11-04 07:18:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1251;Initial Margin Calculation;2024-11-04 10:18:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1251;KYC Refresh Check;2024-11-04 13:56:10.513227;Hedge Desk C;EUR/GBP;Risk Reversal;Murex;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Initiated;2024-11-10 19:18:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Market Data Validation;2024-11-10 19:43:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Volatility Surface Analysis;2024-11-10 19:44:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Quote Provided;2024-11-10 20:38:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Quote Requested;2024-11-10 20:46:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Premium Calculation;2024-11-10 21:06:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Final Settlement;2024-11-10 21:54:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Execution;2024-11-10 22:30:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;1.0515;0.0409;34860783.0;;;;;;
Case_1252;Settlement Instructions;2024-11-10 22:48:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Collateral Management;2024-11-10 23:26:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Matching;2024-11-11 00:15:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Credit Check;2024-11-11 00:24:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Premium Settlement;2024-11-11 00:56:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Exercise Decision;2024-11-11 01:50:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Strategy Validation;2024-11-11 03:03:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Risk Assessment;2024-11-11 03:08:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;4.57;7%
Case_1252;ISDA Master Agreement Check;2024-11-11 03:21:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;KYC Refresh Check;2024-11-11 06:34:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Position Reconciliation;2024-11-11 08:03:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Reconciliation;2024-11-11 08:08:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Greeks Calculation;2024-11-11 09:33:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;0.2;0.125;7398.41;-471.33;;
Case_1252;Trade Allocation;2024-11-11 09:42:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Validation;2024-11-11 10:42:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Initial Margin Calculation;2024-11-11 10:58:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Trade Confirmation;2024-11-11 13:18:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;CSA Verification;2024-11-11 14:06:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1252;Client Limit Validation;2024-11-11 14:53:10.513227;Hedge Desk C;AUD/USD;Butterfly;Calypso;Corporate;Gamma Scalping;;;;;;;;;
Case_1253;Trade Initiated;2024-10-20 19:18:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Volatility Surface Analysis;2024-10-20 19:50:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Market Data Validation;2024-10-20 19:59:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Quote Provided;2024-10-20 20:23:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Trade Confirmation;2024-10-20 21:06:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Quote Requested;2024-10-20 21:22:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Trade Execution;2024-10-20 21:48:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;0.9033;0.0416;22623586.0;;;;;;
Case_1253;Premium Calculation;2024-10-20 21:51:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Greeks Calculation;2024-10-20 21:58:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;0.81;0.14;33512.24;-912.99;;
Case_1253;Trade Reconciliation;2024-10-20 23:20:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Position Reconciliation;2024-10-20 23:25:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Collateral Management;2024-10-21 00:54:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Trade Matching;2024-10-21 00:59:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Trade Validation;2024-10-21 01:18:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Strategy Validation;2024-10-21 02:18:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Risk Assessment;2024-10-21 04:06:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;4.44;39%
Case_1253;Settlement Instructions;2024-10-21 04:10:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Initial Margin Calculation;2024-10-21 05:29:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Premium Settlement;2024-10-21 08:12:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Credit Check;2024-10-21 09:45:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Trade Allocation;2024-10-21 10:03:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Exercise Decision;2024-10-21 11:38:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1253;Final Settlement;2024-10-21 13:51:10.514275;Options Desk A;USD/JPY;Straddle;Calypso;Corporate;Vol Surface Trading;;;;;;;;;
Case_1254;Trade Initiated;2024-10-25 19:18:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Market Data Validation;2024-10-25 19:49:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Volatility Surface Analysis;2024-10-25 19:52:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Quote Requested;2024-10-25 21:50:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Premium Calculation;2024-10-25 21:57:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Quote Provided;2024-10-25 22:08:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Confirmation;2024-10-25 22:27:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Position Reconciliation;2024-10-25 22:48:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Initial Margin Calculation;2024-10-25 23:12:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Strategy Validation;2024-10-25 23:16:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Execution;2024-10-25 23:24:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;0.9417;0.0234;43434507.0;;;;;;
Case_1254;Trade Matching;2024-10-25 23:54:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Allocation;2024-10-26 00:15:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Greeks Calculation;2024-10-26 01:09:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;-0.62;0.097;43362.75;-876.94;;
Case_1254;Best Execution Validation;2024-10-26 01:18:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Risk Assessment;2024-10-26 02:18:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;2.66;21%
Case_1254;Final Settlement;2024-10-26 02:54:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Credit Check;2024-10-26 03:38:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Reconciliation;2024-10-26 04:28:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;ISDA Master Agreement Check;2024-10-26 05:39:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Premium Settlement;2024-10-26 05:56:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Transparency Assessment;2024-10-26 08:36:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Regulatory Reporting Generation;2024-10-26 08:44:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;KYC Refresh Check;2024-10-26 08:48:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Transaction Reporting Check;2024-10-26 09:10:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Trade Validation;2024-10-26 09:33:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Settlement Instructions;2024-10-26 11:58:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Exercise Decision;2024-10-26 14:33:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Collateral Management;2024-10-26 15:18:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;Client Limit Validation;2024-10-26 16:05:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1254;CSA Verification;2024-10-26 18:38:10.514275;Hedge Desk C;AUD/USD;Vanilla Call;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1255;Trade Initiated;2024-11-13 19:18:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Market Data Validation;2024-11-13 19:28:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Quote Requested;2024-11-13 20:26:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Volatility Surface Analysis;2024-11-13 20:36:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Quote Provided;2024-11-13 21:13:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Premium Calculation;2024-11-13 21:30:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Trade Reconciliation;2024-11-13 21:42:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Collateral Management;2024-11-13 21:54:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Risk Assessment;2024-11-13 22:28:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;2.53;31%
Case_1255;Trade Execution;2024-11-13 22:54:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;0.9296;0.0178;13764410.0;;;;;;
Case_1255;Trade Validation;2024-11-13 23:02:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Final Settlement;2024-11-14 00:38:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Best Execution Validation;2024-11-14 01:00:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Premium Settlement;2024-11-14 01:32:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Greeks Calculation;2024-11-14 01:42:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;0.87;0.12;43235.83;-253.58;;
Case_1255;Credit Check;2024-11-14 02:46:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Settlement Instructions;2024-11-14 02:48:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Trade Transparency Assessment;2024-11-14 02:54:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Position Reconciliation;2024-11-14 02:57:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Exercise Decision;2024-11-14 03:06:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Trade Matching;2024-11-14 03:11:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Initial Margin Calculation;2024-11-14 03:18:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Trade Allocation;2024-11-14 03:48:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Strategy Validation;2024-11-14 04:53:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;KYC Refresh Check;2024-11-14 05:18:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;ISDA Master Agreement Check;2024-11-14 08:48:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Regulatory Reporting Generation;2024-11-14 10:02:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Transaction Reporting Check;2024-11-14 13:09:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;CSA Verification;2024-11-14 15:22:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Trade Confirmation;2024-11-14 16:00:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1255;Client Limit Validation;2024-11-14 16:34:10.514275;Client Desk D;EUR/USD;Straddle;Internal;Hedge Fund;Gamma Scalping;;;;;;;;;
Case_1256;Trade Initiated;2024-10-21 19:18:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Market Data Validation;2024-10-21 20:08:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Quote Provided;2024-10-21 20:13:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Quote Requested;2024-10-21 20:14:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Exercise Decision;2024-10-21 20:48:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Volatility Surface Analysis;2024-10-21 21:00:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Premium Calculation;2024-10-21 21:30:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Transparency Assessment;2024-10-21 21:41:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Collateral Management;2024-10-21 22:18:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Execution;2024-10-21 22:42:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;0.908;0.036;19274636.0;;;;;;
Case_1256;Settlement Instructions;2024-10-21 22:58:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Transaction Reporting Check;2024-10-22 00:40:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Validation;2024-10-22 01:26:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Skew Calibration;2024-10-22 01:50:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Best Execution Validation;2024-10-22 02:14:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Strategy Validation;2024-10-22 02:22:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Allocation;2024-10-22 02:46:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Confirmation;2024-10-22 03:48:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Reconciliation;2024-10-22 04:48:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Position Reconciliation;2024-10-22 05:30:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Initial Margin Calculation;2024-10-22 06:08:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Trade Matching;2024-10-22 06:42:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Greeks Calculation;2024-10-22 06:51:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;-0.25;0.113;22926.85;-31.47;;
Case_1256;Regulatory Reporting Generation;2024-10-22 08:18:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Volatility Smile Analysis;2024-10-22 09:15:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Credit Check;2024-10-22 10:30:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Risk Assessment;2024-10-22 13:38:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;4.34;34%
Case_1256;Final Settlement;2024-10-22 14:06:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Surface Construction;2024-10-22 15:07:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Premium Settlement;2024-10-22 16:33:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1256;Market Making Spread Calculation;2024-10-22 23:18:10.514275;Market Maker B;USD/JPY;Butterfly;Internal;Hedge Fund;Vega Trading;;;;;;;;;
Case_1257;Trade Initiated;2024-10-28 19:18:10.514275;Options Desk A;GBP/USD;Vanilla Put;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
Case_1257;Market Data Validation;2024-10-28 19:29:10.514275;Options Desk A;GBP/USD;Vanilla Put;Summit;Hedge Fund;Delta Hedge;;;;;;;;;
