case_id;activity;timestamp;resource;currency_pair;option_type;booking_system;client_type;trading_strategy;strike_price;premium;notional_amount;delta;gamma;vega;theta;risk_score;limit_usage
Case_10;Settlement Instructions;2024-10-25 11:12:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;Client Limit Validation;2024-10-25 11:15:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;Transaction Reporting Check;2024-10-25 12:32:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;KYC Refresh Check;2024-10-25 12:48:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;ISDA Master Agreement Check;2024-10-25 12:51:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;Trade Validation;2024-10-25 13:13:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;Regulatory Reporting Generation;2024-10-25 14:22:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_10;CSA Verification;2024-10-25 21:26:10.387883;Client Desk D;EUR/USD;Strangle;Summit;Hedge Fund;Vega Trading;;;;;;;;;
Case_100;Trade Initiated;2024-11-11 19:18:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Market Data Validation;2024-11-11 20:04:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Execution;2024-11-11 20:48:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;1.0177;0.0477;33115519.0;;;;;;
Case_100;Quote Requested;2024-11-11 20:50:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Volatility Surface Analysis;2024-11-11 20:56:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Position Reconciliation;2024-11-11 21:10:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Premium Calculation;2024-11-11 22:00:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Matching;2024-11-11 22:48:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Confirmation;2024-11-11 22:58:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Strategy Validation;2024-11-11 23:30:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Quote Provided;2024-11-11 23:43:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Exercise Decision;2024-11-12 00:03:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Validation;2024-11-12 00:54:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Regulatory Reporting Generation;2024-11-12 00:56:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Final Settlement;2024-11-12 01:43:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Transaction Reporting Check;2024-11-12 03:44:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Risk Assessment;2024-11-12 04:09:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;3.14;82%
Case_100;Greeks Calculation;2024-11-12 04:48:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;0.88;0.178;10352.7;-893.59;;
Case_100;Settlement Instructions;2024-11-12 04:56:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Initial Margin Calculation;2024-11-12 05:42:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Premium Settlement;2024-11-12 06:14:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Reconciliation;2024-11-12 09:14:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Credit Check;2024-11-12 09:52:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Collateral Management;2024-11-12 11:48:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Best Execution Validation;2024-11-12 12:06:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Allocation;2024-11-12 12:18:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_100;Trade Transparency Assessment;2024-11-12 14:53:10.397557;Client Desk D;USD/CHF;Vanilla Call;Summit;Hedge Fund;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Initiated;2024-10-30 19:18:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Market Data Validation;2024-10-30 19:33:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Volatility Surface Analysis;2024-10-30 20:04:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Quote Requested;2024-10-30 20:46:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Quote Provided;2024-10-30 20:48:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Premium Calculation;2024-10-30 21:21:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Matching;2024-10-30 21:38:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Allocation;2024-10-30 22:14:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Greeks Calculation;2024-10-30 22:20:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;-0.46;0.1;23848.98;-536.6;;
Case_1000;Collateral Management;2024-10-30 23:09:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Credit Check;2024-10-30 23:18:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Execution;2024-10-30 23:48:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;1.0236;0.0059;35758306.0;;;;;;
Case_1000;Trade Confirmation;2024-10-31 00:42:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Settlement Instructions;2024-10-31 00:48:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Final Settlement;2024-10-31 00:54:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Premium Settlement;2024-10-31 02:54:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Validation;2024-10-31 04:17:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Strategy Validation;2024-10-31 04:42:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Client Limit Validation;2024-10-31 07:48:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;ISDA Master Agreement Check;2024-10-31 07:57:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;KYC Refresh Check;2024-10-31 08:18:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Initial Margin Calculation;2024-10-31 08:33:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Trade Reconciliation;2024-10-31 09:58:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Risk Assessment;2024-10-31 12:01:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;4.36;25%
Case_1000;Position Reconciliation;2024-10-31 12:24:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;CSA Verification;2024-10-31 12:54:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1000;Exercise Decision;2024-10-31 14:18:10.488523;Hedge Desk C;EUR/GBP;Risk Reversal;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Initiated;2024-10-26 19:18:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Market Data Validation;2024-10-26 19:35:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Volatility Surface Analysis;2024-10-26 20:02:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Premium Calculation;2024-10-26 20:24:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Quote Provided;2024-10-26 20:53:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Quote Requested;2024-10-26 21:02:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Confirmation;2024-10-26 21:15:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Exercise Decision;2024-10-26 21:18:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Collateral Management;2024-10-26 21:30:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Final Settlement;2024-10-26 22:48:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Allocation;2024-10-26 23:30:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Execution;2024-10-26 23:36:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;1.0634;0.027;6521536.0;;;;;;
Case_1001;Initial Margin Calculation;2024-10-27 01:22:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Greeks Calculation;2024-10-27 01:26:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;-0.6;0.086;10419.56;-212.92;;
Case_1001;Settlement Instructions;2024-10-27 01:57:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Surface Construction;2024-10-27 02:23:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Risk Assessment;2024-10-27 03:21:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;1.83;31%
Case_1001;Position Reconciliation;2024-10-27 03:48:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Strategy Validation;2024-10-27 05:34:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Matching;2024-10-27 06:18:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Credit Check;2024-10-27 10:46:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Premium Settlement;2024-10-27 13:18:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Skew Calibration;2024-10-27 13:42:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Volatility Smile Analysis;2024-10-27 15:14:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Validation;2024-10-27 15:18:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Trade Reconciliation;2024-10-27 16:12:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1001;Market Making Spread Calculation;2024-10-27 17:50:10.488523;Market Maker B;AUD/USD;Straddle;Summit;Corporate;Vol Surface Trading;;;;;;;;;
Case_1002;Trade Initiated;2024-10-27 19:18:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Market Data Validation;2024-10-27 19:35:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Volatility Surface Analysis;2024-10-27 20:00:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Execution;2024-10-27 20:42:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;1.0091;0.008;25995944.0;;;;;;
Case_1002;Quote Provided;2024-10-27 20:48:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Premium Calculation;2024-10-27 21:18:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Validation;2024-10-27 21:51:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Quote Requested;2024-10-27 22:14:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Greeks Calculation;2024-10-27 23:10:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;0.86;0.095;23459.52;-583.07;;
Case_1002;Position Reconciliation;2024-10-27 23:38:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Matching;2024-10-27 23:48:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Final Settlement;2024-10-28 00:26:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Premium Settlement;2024-10-28 00:33:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Allocation;2024-10-28 00:48:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Strategy Validation;2024-10-28 01:00:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Collateral Management;2024-10-28 01:01:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Risk Assessment;2024-10-28 01:10:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;3.9;2%
Case_1002;Exercise Decision;2024-10-28 01:50:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;ISDA Master Agreement Check;2024-10-28 02:58:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Confirmation;2024-10-28 03:54:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Credit Check;2024-10-28 06:58:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Settlement Instructions;2024-10-28 07:48:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Client Limit Validation;2024-10-28 09:28:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Initial Margin Calculation;2024-10-28 10:19:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;Trade Reconciliation;2024-10-28 10:20:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;CSA Verification;2024-10-28 16:54:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
Case_1002;KYC Refresh Check;2024-10-28 20:52:10.488523;Options Desk A;EUR/GBP;Straddle;Murex;Bank;Gamma Scalping;;;;;;;;;
